HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）
HP:0000900,Thickened ribs,Increased thickness (diameter) of ribs.,,,,HP:0000772,,是,,否,,,SNOMEDCT_US:249699000; UMLS:C0426820
HP:0000902,Rib fusion,Complete or partial merging of adjacent ribs.,,Fused ribs; Rib fusion,,HP:0000772,HP:0000913,否,HP:0000880,否,,,UMLS:C1844749
HP:0000904,Flaring of rib cage,"The presence of wide, concave anterior rib ends.",,Flaring of rib cage; Anterior flaring of ribs,,HP:0000772,HP:0006589,否,HP:0006656,否,,,UMLS:C1854780
HP:0000905,Progressive clavicular acroosteolysis,Progressive bone resorption in the distal part of the clavicle.,,Progressive acroosteolysis of the clavicle,,HP:0000889; HP:0002797,,是,,否,,,UMLS:C1837757
HP:0000907,Anterior rib cupping,"Wide, concave anterior rib end.",,Anteriorly splayed ribs; Anterior cupping of ribs,,HP:0000887,,是,HP:0006601,否,,,UMLS:C1846154
HP:0000910,Wide-cupped costochondral junctions,,,,,HP:0000919,,是,,否,,,UMLS:C1861213
HP:0000911,Flat glenoid fossa,"Abnormally flat configuration of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus.","See PMID:15163819, figure 2, for the arthrographic appearance of a flat glenoid fossa.",,,HP:0011912,,是,,否,,,UMLS:C1855177
HP:0000912,Sprengel anomaly,"A congenital skeletal deformity characterized by the elevation of one scapula (thus, one scapula is located superior to the other).","Sprengel deformity is associated with malposition and dysplasia of the scapula and also involves regional muscle hypoplasia or atrophy, which causes disfigurement and limitation of shoulder movement. Sprengel deformity may be unilateral or bilateral and occur in isolation or as a syndromic component. Abduction of shoulder beyond 90 degrees is impossible.","High scapula; Sprengel deformity; Congenital, upward displacement of the scapula; High shoulder blade",,HP:0000782,,是,HP:0006621,否,,,MEDDRA:10010455; SNOMEDCT_US:79120002; UMLS:C0152438
HP:0000913,Posterior rib fusion,Complete or partial merging of the posterior part of adjacent ribs.,,,,HP:0000902,,是,,否,,,UMLS:C1842084
HP:0000914,Shield chest,A broad chest.,Stretching of the thoracic cage as a result of fetal edema may contribute to the shield chest with widely spaced nipples that can be obsered in persons with Turner syndrome.,Shield chest,Broad chest,HP:0100625,,是,,否,,,UMLS:C1834124; UMLS:C1839248
HP:0000915,Pectus excavatum of inferior sternum,Pectus excavatum (defect of the chest wall characterized by depression of the sternum) affecting primarily the inferior region of the sternum.,,Pectus excavatum inferiorly,,HP:0000767,,是,,否,,,UMLS:C1864796
HP:0000916,Broad clavicles,Increased width (cross-sectional diameter) of the clavicles.,,Broad collarbone,,HP:0000889,,是,HP:0006651,否,,,SNOMEDCT_US:249680009; UMLS:C0426801
HP:0000917,Superior pectus carinatum,Pectus carinatum affecting primarily the superior part of the sternum.,,Pectus carinatum superiorly,,HP:0000768,,是,,否,,,UMLS:C1864795
HP:0000918,Scapular exostoses,The presence of multiple exostoses on the scapula. An exostosis is a benign growth the projects outward from the bone surface. It is capped by cartilage.,,Scapulae exostoses; Shoulder bone exostoes,,HP:0000782; HP:0100777,,是,,否,,,UMLS:C1851415
HP:0000919,Abnormality of the costochondral junction,"Any anomaly of the costochondral junction. The costochondral junctions are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum.","The first seven pairs of ribs are connected with the sternum; the next three ribs are each articulated with the lower border of the cartilage of the preceding rib; the last two ribs have pointed extremities, which do not connect with the sternum.",Costochondral juctions abnormal,,HP:0000772,HP:0000893; HP:0000897; HP:0000910; HP:0000920; HP:0006600; HP:0006606; HP:0006607; HP:0006623; HP:0006649,否,,否,,,UMLS:C4021791
HP:0000920,Enlargement of the costochondral junction,"Abnormally increased size of the costochondral junctions, which are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum.",,Widened costochondral junction; Prominent costochondral junction; Wide costochondral junctions; Enlarged costochondral junctions; Costochondral thickening,,HP:0000919,,是,HP:0006620,否,,,UMLS:C1857180
HP:0000921,Missing ribs,A developmental anomaly with absence of one or more ribs.,,Absent ribs; Decreased rib number; Missing ribs,,HP:0006712,HP:0000878,否,HP:0000881; HP:0006627,否,,,SNOMEDCT_US:249695006; UMLS:C0426816
HP:0000922,Posterior rib cupping,"Wide, concave posterior rib end.",,Anterior and posterior rib cupping,,HP:0000887,,是,HP:0006622,否,,,UMLS:C1837483
HP:0000923,obsolete Beaded ribs,,,,,,,是,,是,,,
HP:0000924,Abnormality of the skeletal system,An abnormality of the skeletal system.,,Abnormality of the skeletal system; Skeletal abnormalities; Skeletal anomalies,,,HP:0010766; HP:0011842; HP:3000050,否,,否,,,UMLS:C4021790
HP:0000925,Abnormality of the vertebral column,Any abnormality of the vertebral column.,,Abnormal vertebral column; Abnormal spine; Abnormality of the spine; Abnormality of the vertebral column,Abnormality of the backbone,HP:0009121,HP:0003302; HP:0003304; HP:0003306; HP:0003310; HP:0003319; HP:0003413; HP:0003416; HP:0003418; HP:0003468; HP:0005107; HP:0005108; HP:0005881; HP:0008423; HP:0008433; HP:0008443; HP:0008518; HP:0008519; HP:0010674; HP:0100711; HP:0100712,否,,否,,,UMLS:C4020882; UMLS:C4021789
HP:0000926,Platyspondyly,A flattened vertebral body shape with reduced distance between the vertebral endplates.,,Flattened vertebral bodies; Flattened vertebrae; Flat vertebral bodies,,HP:0003312,HP:0003321; HP:0004558; HP:0004565; HP:0004592; HP:0004598; HP:0005752; HP:0005787; HP:0008418,否,HP:0002940; HP:0003421; HP:0004595; HP:0004623; HP:0004627; HP:0005123; HP:0005644; HP:0008466,否,,,UMLS:C1844704
HP:0000927,Abnormality of skeletal maturation,"The bones of the skeleton undergo a series of characteristic changes in size, shape, and calcification from fetal life until puberty. An abnormality of this process can include delayed or accelerated skeletal maturation, or deviation of some, but not all bones from the expected patterns of maturation.",,Abnormality of skeletal maturation,,HP:0011843,HP:0002750; HP:0005616; HP:0200000,否,,否,,,UMLS:C4025818
HP:0000929,Abnormal skull morphology,"An abnormality of the skull, the bony framework of the head which is comprised of the neurocranium (with eight cranial bones) and the viscerocranium (facial skeleton) that comprises fourteen facial bones with the mandible as its largest bone.",,Abnormality of the skull,,HP:0009121; HP:0000234,HP:0000235; HP:0000240; HP:0000264; HP:0002679; HP:0002683; HP:0002693; HP:0002699; HP:0002703; HP:0004439; HP:0009116; HP:0009911; HP:0011815; HP:0011821; HP:3000030,否,,否,,,UMLS:C0235942
HP:0000930,Elevated imprint of the transverse sinuses,,,Thinning and bulging of occipital bone over the transverse sinuses; Thinning and bulging of posterior skull bones over the transverse sinuses; Elevated imprint of occipital bone over the transverse sinuses; Elevated imprint of posterior skull bones over the transverse sinuses,,HP:0002693,,是,,否,,,UMLS:C4025817
HP:0000931,Thinning and bulging of the posterior fossa bones,,,Thinning and bulging of posterior fossa bones; Thinning and bulging of posterior skull bones,,HP:0000932,,是,,否,,,UMLS:C4021788; UMLS:C4280608
HP:0000932,Abnormal posterior cranial fossa morphology,"An abnormality of the fossa cranii posterior (the posterior fossa), which is made up primarily of the occipital bone and which surrounds to the foramen magnum.","The floor of the cranial cavity is divided into three distinct depressions called the anterior, middle, and posterior cranial fossa. The posterior cranial fossa, the most posterior and deep of the three cranial fossae, accommodates the brainstem and cerebellum. Abnormalities of the posterier cranial fossa can be demonstrated by cerebral magnetic resonance imaging or computer tomography.",Posterior fossa anomaly; Abnormality of the posterior fossa; Abnormality of the posterior cranial fossa,,HP:0002693,HP:0000931; HP:0005445; HP:0005758; HP:0007291; HP:0010558; HP:0012366,否,HP:0007306,否,,,UMLS:C3280768
HP:0000933,Posterior fossa cyst at the fourth ventricle,,,,,HP:0007291; HP:0007109,,是,,否,,,UMLS:C4025816
HP:0000934,Chondrocalcinosis,Radiographic evidence of articular calcification that represent calcium pyrophosphate depositions in soft tissue surrounding joints and at the insertions of tendons near joints (Entheses/Sharpey fibers) .,,Calcium deposits in joints,,HP:0100685; HP:0001367; HP:0010766,HP:0005017,否,,否,,,SNOMEDCT_US:201637001; SNOMEDCT_US:239832006; SNOMEDCT_US:239838005; UMLS:C0553730
HP:0000935,Thickened cortex of long bones,Abnormal thickening of the cortex of long bones.,,Thickened cortices of long bones; Cortical thickening of the long bones; Broad cortex of long bones,,HP:0100039; HP:0011314,HP:0003868; HP:0005665; HP:0005791; HP:0006415,否,,否,,,UMLS:C1840418
HP:0000938,Osteopenia,Osteopenia is a term to define bone density that is not normal but also not as low as osteoporosis. By definition from the World Health Organization osteopenia is defined by bone densitometry as a T score -1 to -2.5.,,Generalised osteopenia; Generalized osteopenia; Osteopaenia,,HP:0004349,,是,HP:0002768; HP:0002799; HP:0002800,否,,,SNOMEDCT_US:312894000; SNOMEDCT_US:78441005; UMLS:C0029453; UMLS:C0747078
HP:0000939,Osteoporosis,"Osteoporosis is a systemic skeletal disease characterized by low bone density and microarchitectural deterioration of bone tissue with a consequent increase in bone fragility. According to the WHO criteria, osteoporosis is defined as a BMD that lies 2.5 standard deviations or more below the average value for young healthy adults (a T-score below -2.5 SD).","Osteoporosis is a disease that is characterized by low bone mass, deterioration of bone tissue, and disruption of bone microarchitecture: it can lead to compromised bone strength and an increase in the risk of fractures.",,,HP:0004349,,是,HP:0002774,否,,,SNOMEDCT_US:64859006; UMLS:C0029456
HP:0000940,Abnormal diaphysis morphology,"An abnormality of the structure or form of the diaphysis, i.e., of the main or mid-section (shaft) of a long bone.",,Abnormal shape of shaft of long bone; Abnormality involving the diaphyses of the limbs; Anomaly of the limb diaphyses; Anomaly of the limb diaphyses morphology; Abnormality of shaft of long bone of the limbs; Abnormality of the diaphyses,,HP:0002813; HP:0011314,HP:0000941; HP:0003034; HP:0004993; HP:0005019; HP:0005791; HP:0006371; HP:0006440; HP:0006470; HP:0006487; HP:0008114; HP:0009808; HP:0012699; HP:0100252; HP:0100253,否,HP:0006504,否,,,UMLS:C4021787
HP:0000941,Short diaphyses,,,Short shaft of long bone,,HP:0000940,,是,,否,,,UMLS:C4025815
HP:0000943,Dysostosis multiplex,,,,,HP:0011842,,是,HP:0002760,否,,,SNOMEDCT_US:254069004; SNOMEDCT_US:65327002; UMLS:C0086795
HP:0000944,Abnormal metaphysis morphology,"An abnormality of one or more metaphysis, i.e., of the somewhat wider portion of a long bone that is adjacent to the epiphyseal growth plate and grows during childhood.",,Abnormality of the wide portion of a long bone,,HP:0002813; HP:0011314,HP:0002810; HP:0003016; HP:0003021; HP:0003025; HP:0003051; HP:0003562; HP:0003908; HP:0004979; HP:0004980; HP:0005054; HP:0005089; HP:0005868; HP:0006490; HP:0009809; HP:0100255; HP:0100959,否,HP:0006506,否,,,UMLS:C4025814
HP:0000946,Hypoplastic ilia,Underdevelopment of the ilium.,,Short and small iliac bones; Small iliac bones,,HP:0002867,HP:0002866; HP:0008821; HP:0008824; HP:0100866,否,HP:0003176; HP:0003178,否,,,UMLS:C1861218; UMLS:C4280607
HP:0000947,Dumbbell-shaped long bone,"An abnormal appearance of the long bones with resemblance to a dumbbell, a short bar with a weight at each end. That is, the long bone is shortened and displays flaring (widening) of the metaphyses.",,Dumbbell-shaped long bone; Dumbbell widening of long bone metaphyses,,HP:0003016,HP:0005009; HP:0006375,否,HP:0005061; HP:0005071; HP:0005075,否,,,UMLS:C2749582
HP:0000951,Abnormality of the skin,An abnormality of the skin.,,Dermopathy; Dermatopathy; Abnormality of the skin,Skin abnormality,HP:0001574,HP:0008069; HP:0011121; HP:0011122,否,HP:0001478; HP:0001479; HP:0005591; HP:0006736; HP:0007415; HP:0007580,否,,,SNOMEDCT_US:199879009; SNOMEDCT_US:95320005; UMLS:C0037268; UMLS:C0037274
HP:0000952,Jaundice,"Yellow pigmentation of the skin due to bilirubin, which in turn is the result of increased bilirubin concentration in the bloodstream.",,Yellowing of the skin; Yellow skin; Jaundice; Icterus,,HP:0001396; HP:0001005,HP:0001046; HP:0006579,否,,否,,,SNOMEDCT_US:18165001; UMLS:C0022346
HP:0000953,Hyperpigmentation of the skin,A darkening of the skin related to an increase in melanin production and deposition.,,Increased skin pigmentation; Hyperpigmented lesion; Patchy darkened skin; Cutaneous hyperpigmentation; Skin hyperpigmentation,Melanoderma; Melanodermia,HP:0001000,HP:0005586; HP:0007400; HP:0007440; HP:0007505; HP:0009123,否,HP:0007527,否,,,SNOMEDCT_US:4830009; SNOMEDCT_US:49765009; UMLS:C0162834
HP:0000954,Single transverse palmar crease,The distal and proximal transverse palmar creases are merged into a single transverse palmar crease.,The presence of a single palmar crease (instead of the two palmar creases that are typically present).,Simian creases; Simian crease; Single palmar crease; Single transverse palmar creases; Transverse palmar crease; Single flexion crease; Simian line; Single palmar creases,,HP:0010490,HP:0007598,否,HP:0006214,否,,,SNOMEDCT_US:248409006; UMLS:C0424731
HP:0000956,Acanthosis nigricans,"A dermatosis characterized by thickened, hyperpigmented plaques, typically on the intertriginous surfaces and neck.","Acanthosis nigricans is seen in a variety of syndromes including those characterized by insulin resistance or fibroblast growth factor receptor (FGFR) mutations, and may also occur as an adverse effect of several medications that promote hyperinsulinemia.",Keratosis nigricans; Darkened and thickened skin,,HP:0011368,,是,HP:0007498; HP:0007518; HP:0007591,否,,,SNOMEDCT_US:402599005; SNOMEDCT_US:72129000; UMLS:C0000889
HP:0000957,Cafe-au-lait spot,Cafe-au-lait spots are hyperpigmented lesions that can vary in color from light brown to dark brown with smooth borders and having a size of 1.5 cm or more in adults and 0.5 cm or more in children.,"The phrase cafe-au-lait comes from the French word for milk-coffee. A single cafe-au-lait spot can be an isolated finding in otherwise normal individuals. Multiple cafe-au-lait spots often indicate the presence of neurofibromatosis type 1 but may also be seen in other diseases including McCune-Albright syndrome, tuberous sclerosis, and Fanconi anemia.",Cafe-au-lait macules; Cafe au lait spots; Cafe-au-lait macule,Cafe-au-lait spots,HP:0001034,HP:0007429; HP:0007565,否,HP:0005601; HP:0007454,否,,,SNOMEDCT_US:201281002; SNOMEDCT_US:51089004; UMLS:C0221263; UMLS:C0265974
HP:0000958,Dry skin,Skin characterized by the lack of natural or normal moisture.,,Dry skin; Xerosis,,HP:0011121,,是,,否,,,MEDDRA:10048222; SNOMEDCT_US:16386004; UMLS:C0151908; UMLS:C0259817
HP:0000960,Sacral dimple,A cutaneous indentation resulting from tethering of the skin to underlying structures (bone) of the intergluteal cleft.,,Spinal dimple; Pilonidal dimple,,HP:0010781; HP:0010767,,是,,否,,,SNOMEDCT_US:249729002; SNOMEDCT_US:311897005; UMLS:C0426848
HP:0000961,Cyanosis,Bluish discoloration of the skin and mucosa due to poor circulation or inadequate oxygenation of arterial or capillary blood.,,Blue discoloration of the skin,,HP:0001005,HP:0200048,否,,否,,,SNOMEDCT_US:119419001; SNOMEDCT_US:3415004; UMLS:C0010520
HP:0000962,Hyperkeratosis,"Hyperkeratosis is a histopathological term defining a thickened stratum corneum and may be present in many different skin conditions, with many possible overlaps. Hyperkeratosis refers to the increased thickness of the stratum corneum, the outer layer of the skin. Hyperkeratosis is subclassified as orthokeratotic or parakeratotic. Orthokeratotic hyperkeratosis refers to the thickening of the keratin layer with preserved keratinocyte maturation, while parakeratotic hyperkeratosis shows retained nuclei as a sign of delayed maturation of keratinocytes.",,Epidermal hyperkeratosis,,HP:0011368,HP:0000222; HP:0005595; HP:0007390; HP:0007448; HP:0007468; HP:0007490; HP:0007501; HP:0007502; HP:0007556; HP:0007570; HP:0008392; HP:0008399; HP:0008410; HP:0010765,否,HP:0007523; HP:0007543,否,,,MEDDRA:10020649; SNOMEDCT_US:26996000; SNOMEDCT_US:396228006; SNOMEDCT_US:399955009; UMLS:C0870082
HP:0000963,Thin skin,"Reduction in thickness of the skin, generally associated with a loss of suppleness and elasticity of the skin.",,Thin skin,,HP:0008065,,是,HP:0001020,否,,,SNOMEDCT_US:277797007; UMLS:C0423757
HP:0000964,Eczematoid dermatitis,"Eczema is a form of dermatitis that is characterized by scaly, pruritic, erythematous lesions located on flexural surfaces.","The term eczema is broadly applied to a range of persistent skin conditions and can be related to a number of underlying conditions. Manifestations of eczema can include dryness and recurring skin rashes with redness, skin edema, itching and dryness, crusting, flaking, blistering, cracking, oozing, or bleeding. Eczema has several forms including atopic dermatitis, contact dermatitis, dyshidrotic eczema, nummular eczema, seborrheic dermatitis, and stasis dermatitis.",Eczema,Dermatitis,HP:0011123,HP:0001047; HP:0001051; HP:0011127,否,HP:0000976; HP:0001481,否,,,SNOMEDCT_US:281104002; SNOMEDCT_US:43116000; UMLS:C0013595
HP:0000965,Cutis marmorata,"A reticular discoloration of the skin with cyanotic (reddish-blue appearing) areas surrounding pale central areas due to dilation of capillary blood vessels and stagnation of blood within the vessels. Cutis marmorata generally occurs on the legs, arms and trunk and is often more severe in cold weather.",,,,HP:0011276,,是,HP:0001037,否,,,UMLS:C0263401
HP:0000966,Hypohidrosis,Abnormally diminished capacity to sweat.,,"Decreased ability to sweat; Sweating, decreased; Decreased sweating; Inadequate sweating; Impaired sweating; Oligohidrosis",,HP:0007550,HP:0007480,否,HP:0007551; HP:0007571,否,,,MEDDRA:10021013; SNOMEDCT_US:45004005; UMLS:C0020620
HP:0000967,Petechiae,"Petechiae are pinpoint-sized reddish/purple spots, resembling a rash, that appear just under the skin or a mucous membrane when capillaries have ruptured and some superficial bleeding into the skin has happened. This term refers to an abnormally increased susceptibility to developing petechiae.",,,,,,是,,否,,,MEDDRA:10034754; SNOMEDCT_US:271813007; SNOMEDCT_US:50091001; UMLS:C0031256
HP:0000968,Ectodermal dysplasia,"Ectodermal dysplasia is a group of conditions in which there is abnormal development of the skin, hair, nails, teeth, or sweat glands.",This term is kept in the HPO for now as 'ectodermal dysplasia' has been recorded as a phenotypic of other disorders such as DEAFNESS WITH ANHIDROTIC ECTODERMAL DYSPLASIA (MIM125050). Nevertheless it is preferable to use precise descriptions of the phenotypic abnormalities and this term should not be used for new annotations. It will be made obsolete in the future.,,,HP:0011354,HP:0007476; HP:0007529; HP:0007607,否,HP:0007436; HP:0007615,否,,,SNOMEDCT_US:254154003; SNOMEDCT_US:8654005; UMLS:C0013575
HP:0000969,Edema,"An abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body.","Edema may be related to one or more of the following factors: 1) increased capillary hydrostatic pressure, 2) decreased osmotic pressure of plasma, 3) decreased tissue tension and lymphatic drainage, 4) increased osmotic pressure of tissue fluids, and 5) increased capillary permeability.",Fluid retention; Hydrops; Dropsy; Water retention; Oedema,,HP:0011032,HP:0000282; HP:0001004; HP:0001386; HP:0001789; HP:0002181; HP:0002202; HP:0005225; HP:0007430; HP:0007448; HP:0007514; HP:0007609; HP:0010741; HP:0010742; HP:0010880; HP:0011855; HP:0012027; HP:0012040; HP:0012398; HP:0100598; HP:0100665; HP:0100748,否,HP:0000990,否,,,SNOMEDCT_US:20741006; SNOMEDCT_US:267038008; SNOMEDCT_US:423666004; SNOMEDCT_US:79654002; UMLS:C0013604
HP:0000970,Anhidrosis,Inability to sweat.,,Lack of sweating; Anhydrosis; Sudomotor dysfunction; Sweating dysfunction,,,,是,,否,,,MEDDRA:10002512; SNOMEDCT_US:14662005; SNOMEDCT_US:39659002; UMLS:C0003028
HP:0000971,Abnormal sweat gland morphology,Any structural abnormality of the sweat gland.,,Abnormality of the sweat gland,Sweat gland disease; Abnormalities of sweating,HP:0011138,HP:0007500; HP:0011135,否,,否,,,SNOMEDCT_US:88232005; UMLS:C0038986; UMLS:C0262643; UMLS:C4020881
HP:0000972,Palmoplantar hyperkeratosis,Abnormal thickening of the skin localized to the palm of the hand and the sole of the foot.,The terms hyperkeratosis and keratoderma have been used interchangeably throughout the literature.,Palmoplantar keratoses; Hyperkeratosis of the palms and soles; Thick palms and soles; Thickened palms and soles; Thickening of the outer layer of the skin of the palms and soles; Hyperkeratosis of palms and soles; Palmoplantar keratosis,,HP:0010765; HP:0007556,HP:0000982; HP:0005588; HP:0007404; HP:0007447; HP:0007465; HP:0007497; HP:0007530; HP:0007545; HP:0007553; HP:0007613,否,HP:0007548,否,,,SNOMEDCT_US:706885006; UMLS:C0022596
HP:0000973,Cutis laxa,"Wrinkled, redundant, inelastic and sagging skin.",,Cutaneous laxity; Dermatomegaly; Inelastic skin; Loose skin; Lax skin; Skin laxity; Elastolysis; Chalazoderma; Generalized elastolysis; Loose and inelastic skin; Hypoelastic skin; Dermatochalasia; Generalised elastolysis,,HP:0008067,HP:0001582; HP:0007517,否,,否,,,SNOMEDCT_US:58588007; UMLS:C0010495; UMLS:C2930812; UMLS:C4280606
HP:0000974,Hyperextensible skin,"A condition in which the skin can be stretched beyond normal, and then returns to its initial position.","Skin hyperelasticity is to be distinguished from cutis laxa, which refers to extra, redundant skin which tends to hang in folds.",Stretchable skin; Skin hyperextensibility; Hyperelastic skin; Skin hyperelasticity,,HP:0008067,HP:0007458,否,HP:0007389; HP:0007493; HP:0007578,否,,,UMLS:C0241074
HP:0000975,Hyperhidrosis,Abnormal excessive perspiration (sweating) despite the lack of appropriate stimuli like hot and humid weather.,"The terms hyperhidrosis and diaphoresis are often used interchangeably to describe excessive perspiration. Diaphoresis can be used to refer to excessive sweating that occurs with certain diseases (secondary hyperhidrosis). Since the HPO does not intend to provide coess for etiologies or diseases, we will use these terms interchangeably to refer to excessive perspiration without an appropriate cause such as hot and humid weather.","Sweating, increased; Increased sweating; Excessive sweating; Diaphoresis; Profuse sweating; Sweating profusely; Sweating",,HP:0007550,HP:0001069; HP:0006089,否,HP:0001011; HP:0001064; HP:0007424,否,,,MEDDRA:10020642; SNOMEDCT_US:161857006; SNOMEDCT_US:312230002; SNOMEDCT_US:364538006; SNOMEDCT_US:415690000; SNOMEDCT_US:415691001; SNOMEDCT_US:52613005; UMLS:C0020458; UMLS:C0038990; UMLS:C0700590
HP:0000976,obsolete Eczematoid dermatitis,,,,,,,是,,是,,,
HP:0000977,Soft skin,Subjective impression of increased softness upon palpation of the skin.,,Soft skin,Velvety skin; Velvety skin texture,HP:0010647,HP:0001027,否,,否,,,UMLS:C0241178; UMLS:C1844592
HP:0000978,Bruising susceptibility,An ecchymosis (bruise) refers to the skin discoloration caused by the escape of blood into the tissues from ruptured blood vessels. This term refers to an abnormally increased susceptibility to bruising. The corresponding phenotypic abnormality is generally elicited on medical history as a report of frequent ecchymoses or bruising without adequate trauma.,An ecchymosis is defined as being larger than 1 cm in size.,Bruising susceptibility; Easy bruising; Bruisability; Bruise easily; Easy bruisability,,HP:0001933,,是,HP:0000959; HP:0007433; HP:0007472,否,,,SNOMEDCT_US:302227002; SNOMEDCT_US:424131007; SNOMEDCT_US:425075004; SNOMEDCT_US:77643000; UMLS:C0013491; UMLS:C0423798
HP:0000979,Purpura,"Purpura (from Latin: purpura, meaning purple) is the appearance of red or purple discolorations on the skin that do not blanch on applying pressure. They are caused by bleeding underneath the skin. This term refers to an abnormally increased susceptibility to developing purpura. Purpura are larger than petechiae.","Depending on their size, purpuric lesions are traditionally classified as petechiae (pinpoint hemorrhages less than 2 mm in greatest diameter), purpura (2 mm to 1 cm) or ecchymoses (more than 1 cm).",Red or purple spots on the skin,,HP:0001933,,是,,否,,,SNOMEDCT_US:12393003; SNOMEDCT_US:387778001; SNOMEDCT_US:423902002; UMLS:C0034150
HP:0000980,Pallor,Abnormally pale skin.,,,Paleness; Skin paleness,HP:0011121,HP:0001017,否,,否,,,SNOMEDCT_US:398979000; UMLS:C0030232
HP:0000982,Palmoplantar keratoderma,Abnormal thickening of the skin of the palms of the hands and the soles of the feet.,,Thickening of palms and soles; Palmar and plantar keratoderma; Keratoderma,,HP:0000972,,是,,否,,,SNOMEDCT_US:706885006; UMLS:C0022596
HP:0000987,Atypical scarring of skin,Atypically scarred skin .,,Atypical scarring; Atypical scarring of skin,,HP:0100699; HP:0011355,HP:0001075; HP:0004552; HP:0010562; HP:0100837,否,,否,,,UMLS:C4021786
HP:0000988,Skin rash,A red eruption of the skin.,,Skin rash,,HP:0011123,HP:0007417,否,,否,,,MEDDRA:10037844; SNOMEDCT_US:112625008; SNOMEDCT_US:271807003; UMLS:C0015230
HP:0000989,Pruritus,Pruritus is an itch or a sensation that makes a person want to scratch. This term refers to an abnormally increased disposition to experience pruritus.,,Skin itching; Itchy skin; Itching,,HP:0011122,,是,,否,,,SNOMEDCT_US:279333002; SNOMEDCT_US:418290006; SNOMEDCT_US:418363000; SNOMEDCT_US:424492005; UMLS:C0033774
HP:0000991,Xanthomatosis,"The presence of multiple xanthomas (xanthomata) in the skin. Xanthomas are yellowish, firm, lipid-laden nodules in the skin.",,Yellow bumps of fatty deposits on skin; Xanthomata,,HP:0011355,HP:0001013; HP:0001039; HP:0001114; HP:0010874,否,,否,,,SNOMEDCT_US:63103006; UMLS:C0043325
HP:0000992,Cutaneous photosensitivity,An increased sensitivity of the skin to light. Photosensitivity may result in a rash upon exposure to the sun (which is known as photodermatosis). Photosensitivity can be diagnosed by phototests in which light is shone on small areas of skin.,,Sun sensitivity; Photosensitive skin rashes; Photosensitive skin; Sensitivity to sunlight; Skin photosensitivity; Photosensitivity,,HP:0011354,HP:0007396; HP:0007537,否,HP:0005594; HP:0006831; HP:0007538,否,,,SNOMEDCT_US:90128006; UMLS:C0349506
HP:0000993,Molluscoid pseudotumors,"Bluish-grey, spongy nodules associated with scars over pressure points and easily traumatized areas like the elbows and knees.",,Molluscoid pseudotumor,,HP:0011355,,是,,否,,,UMLS:C1844597
HP:0000995,Melanocytic nevus,"A oval and round, colored (usually medium-to dark brown, reddish brown, or flesh colored) lesion. Typically, a melanocytic nevus is less than 6 mm in diameter, but may be much smaller or larger.","Melanocytic nevi are commonly known as moles. The majority of moles appear during the first 20 to 30 years of a person's life, however, some may be present when the baby is born. The average human has from 10 to 14 moles. Moles can develop on the scalp, under the nails, armpits, virtually anywhere on the body. The total number of moles a person can have usually varies during his or her lifetime.",Nevocellular nevi; Beauty mark; Pigmented naevi; Melanocytic nevi; Pigmented nevi; Melanocytic naevus,,HP:0001000; HP:0003764,HP:0005600; HP:0005603; HP:0005606; HP:0007481,否,,否,,,SNOMEDCT_US:21119008; SNOMEDCT_US:400096001; UMLS:C0027962; UMLS:C4280269
HP:0000996,Facial capillary hemangioma,"Hemangioma, a benign tumor of the vascular endothelial cells with small endothelial spaces, occurring in the face.",,,,HP:0000329; HP:0005306,HP:0007452; HP:0007466; HP:0007601,否,,否,,,UMLS:C1858545
HP:0000997,Axillary freckling,"The presence in the axillary region (armpit) of an increased number of freckles, small circular spots on the skin that are darker than the surrounding skin because of deposits of melanin.",,,,HP:0001480,,是,,否,,,UMLS:C1860335
HP:0000998,Hypertrichosis,Hypertrichosis is increased hair growth that is abnormal in quantity or location.,,,,HP:0011362,HP:0002219; HP:0004532; HP:0004535; HP:0004540; HP:0004554; HP:0004780; HP:0011913; HP:0011914,否,,否,,,SNOMEDCT_US:271607001; SNOMEDCT_US:29966009; UMLS:C0020555
HP:0000999,Pyoderma,Any manifestation of a skin disease associated with the production of pus.,Pyoderma is mainly seen with bacterial skin infections but can also be observed in autoimmune conditions.,Pus-filled lesion,,HP:0005406,,是,,否,,,SNOMEDCT_US:70759006; UMLS:C0034212
