HPO编码,标准名称（英文）,标准名称（中文）,定义（中文）
HP:0034477,Perihepatic adhesions,肝周粘连,
HP:0034478,Dilated vas deferens,输精管扩张,
HP:0034479,Enlarged epididymis,附睾增大,
HP:0034480,Absent epididymidis,附睾缺如,
HP:0034481,Atypical gestures,非典型手势,
HP:0034482,Abnormal spinal cord physiology,脊髓生理异常,
HP:0034483,Bone marrow vacuolated lymphocytes,骨髓空泡淋巴细胞,
HP:0034484,Spinal cord calcifications,脊髓钙化,
HP:0034485,Neuroepithelial cyst,神经上皮囊肿,
HP:0034486,Reduced circulating interleukin 7 concentration,循环白介素7浓度降低,
HP:0034487,Increased circulating interleukin 12 concentration,循环白介素12浓度增高,
HP:0034488,Increased circulating interleukin 13 concentration,循环白介素13浓度增高,
HP:0034489,Increased circulating interleukin 2 concentration,循环白介素2浓度增高,
HP:0034490,Increased circulating interleukin 4 concentration,循环白介素4浓度增高,
HP:0034491,Increased circulating interleukin 5 concentration,循环白介素5浓度增高,
HP:0034492,Salpingitis,输卵管炎,
HP:0034493,Tubo-ovarian abscess,输卵管卵巢脓肿,
HP:0034494,Opacified paranasal sinuses,副鼻窦混浊,
HP:0034495,Elevated brain glutamine level by MRS,磁共振波谱脑谷氨酰胺水平升高,
HP:0034496,Abnormal brain glutamine level by MRS,磁共振波谱脑谷氨酰胺水平异常,
HP:0034497,Increased urinary hexanoic acid level,尿己酸水平增高,
HP:0034498,Hepatic focal nodular hyperplasia,肝脏局灶性结节性增生,
HP:0034499,Increased bone marrow iron,骨髓铁增高,
HP:0034500,Glenoid fracture,肩关节窝骨折,
HP:0034501,Widened mediastinum,纵隔增宽,
HP:0034502,Narrow mediastinum,纵隔狭窄,
HP:0034503,Ovarian torsion,卵巢扭转,
HP:0034504,Septate gallbladder,分隔胆囊,
HP:0034505,Gallbladder wall thickening,胆囊壁增厚,
HP:0034506,Gallbladder enlargement,胆囊增大,
HP:0034507,Gallbladder mass,胆囊肿块,
HP:0034508,Fingerprint bodies,指纹体,
HP:0034509,Spheroid bodies,球状体,
HP:0034510,Abnormal muscle tissue enzyme activity or level,肌组织酶活性或水平异常,
HP:0034511,Reduced muscle aconitase activity,肌肉顺乌头酸酶活性降低,
HP:0034512,Transitional-cell carcinoma of the ureter,输尿管移行细胞癌,
HP:0034513,Increased circulating Interferon-alpha concentration,循环干扰素α浓度增高,
HP:0034514,Liver hamartoma,肝错构瘤,
HP:0034515,Ameloblastoma,成釉细胞瘤,
HP:0034516,Ameliorated by ketogenic diet,生酮饮食缓解,
HP:0034517,Pretibial hyperpigmentation,胫前色素沉着,
HP:0034518,Gingival fragility,牙龈脆弱,
HP:0034519,Muscle fiber fuchsinophilic inclusion bodies,肌纤维嗜品红包涵体,
HP:0034520,Esophageal myenteric plexus degeneration,食管肌间神经丛变性,
HP:0034521,Periorificial hyperkeratosis,口周角化过度,
HP:0034522,Eosinophilic lymph node infiltration,淋巴结嗜酸性粒细胞浸润,
HP:0034523,Blood parasite,血液寄生虫,
HP:0034524,Bloodstream trypomastigotes,血流锥鞭毛体,
HP:0034525,Adamantinoma,造釉细胞瘤,
HP:0034526,Abnormal enzyme activity in muscle tissue,肌组织酶活性异常,
HP:0034527,Reduced muscle phosphoglycerate kinase activity,肌磷酸甘油酸激酶活性降低,
HP:0034528,Reduced fibroblast type III procollagen synthesis,成纤维细胞 III 型前胶原合成减少,
HP:0034529,Reduced muscle myoadenylate deaminase activity,肌肉肌腺苷酸脱氨酶活性降低,
HP:0034530,Bent long bone,长骨弯曲,
HP:0034531,Tracheal rupture,气管破裂,
HP:0034532,Increased myocardial glycogen content,心肌糖原含量增加,
HP:0034533,Triggered by monoamine oxidase inhibitor,单胺氧化酶抑制剂触发,
HP:0034534,Triggered by serotonin reuptake inhibitor,选择性5-羟色胺再摄取抑制剂触发,
HP:0034535,Ameliorated by acetazolamide,乙酰唑胺缓解,
HP:0034536,Ameliorated by exposure to medication,药物治疗缓解,
HP:0034537,Ameliorated by vitamin B12,维生素B12缓解,
HP:0034538,Ameliorated by thiamine,硫胺素缓解,
HP:0034539,Ameliorated by dantrolene,丹曲林缓解,
HP:0034540,Ameliorated by biotin,生物素缓解,
HP:0034541,Reduced bone-marrow megakaryocyte size,骨髓巨核细胞体积减小,
HP:0034542,Hairshafts with longitudinal grooves,毛干纵向凹槽,
HP:0034543,Mycobacterium bacteremia,分枝杆菌菌血症,
HP:0034544,Decreased delta-aminolevulinate dehydratase activity,δ-氨基乙酰丙酸脱水酶活性降低,
HP:0034545,Elevated circulating pancreatic secretory trypsin inhibitor activity,循环胰腺分泌胰蛋白酶抑制剂活性升高,
HP:0034546,"Presence of uterus in 46,XY individual","46,XY 个体存在子宫",
HP:0034547,Intraluminal meconium calcification,腔内胎粪钙化,
HP:0034548,Portal vein hypoplasia,门静脉发育不全,
HP:0034549,Adrenal leiomyoma,肾上腺平滑肌瘤,
HP:0034550,Small intestinal lymphoplasmacytic infiltrate,小肠淋巴浆细胞浸润,
HP:0034551,Triggered by neuroleptic medication,抗精神病药物触发,
HP:0034552,Abnormal peroxisomal morphology,过氧化物酶体形态异常,
HP:0034553,Absence of peroxisomes,过氧化物酶体缺失,
HP:0034554,Paucity of peroxisomes,过氧化物酶体缺少,
HP:0034555,Reduced sulfide:quinone oxidoreductase activity,硫化物:醌氧化还原酶活性降低,
HP:0034556,Deficit at segmental level,脊柱节段水平缺损,
HP:0034557,Rhabdoid tumor,横纹肌样瘤,
HP:0034558,Rhabdoid tumor of the ovary,卵巢横纹肌样瘤,
HP:0034559,Cardiac rhabdoid tumor,心脏横纹肌样瘤,
HP:0034560,Malignant rhabdoid tumor of the bladder,膀胱恶性横纹肌样瘤,
HP:0034561,Malignant rhabdoid tumor of liver,肝脏恶性横纹肌样瘤,
HP:0034562,Malignant rhabdoid tumor of muscle,肌肉恶性横纹肌样瘤,
HP:0034563,Neck teratoma,颈部畸胎瘤,
HP:0034564,Kidney teratoma,肾脏畸胎瘤,
HP:0034565,Elevated urinary 5-amino-4-imidazolecarboxamide-riboside level,尿 5-氨基-4-咪唑甲酰胺核苷水平升高,
HP:0034566,Aplasia of posterior communicating artery,后交通动脉发育不良,
HP:0034567,Optic pit,视盘小凹,
HP:0034568,Ameliorated by naloxone,纳洛酮缓解,
HP:0034569,Ameliorated by pyridoxal phosphate,磷酸吡哆醛缓解,
HP:0034570,Thickened intrahepatic portal venules,肝内门静脉增厚,
HP:0034571,Ovarian fibrosis,卵巢纤维化,
HP:0034572,Pigment incontinence,色素失禁,
HP:0034573,Abnormal epidermal protein expression,表皮蛋白表达异常,
HP:0034574,Reduced epidermal keratin 10 protein expression,表皮角蛋白10表达降低,
HP:0034575,Reduced epidermal collagen IV protein expression,IV型表皮胶原蛋白表达降低,
HP:0034576,Reduced epidermal bullous pemphigoid antigen 1 protein expression,表皮大疱性类天疱疮抗原1蛋白表达降低,
HP:0034577,Reduced epidermal collagen VII protein expression,VII型表皮胶原蛋白表达降低,
HP:0034578,Reduced epidermal collagen XVII protein expression,XVII型表皮胶原蛋白表达降低,
HP:0034579,Reduced epidermal integrin alpha6beta4 protein expression,表皮整合素α6β4蛋白表达降低,
HP:0034580,Reduced epidermal plectin protein expression,表皮凝集素蛋白表达降低,
HP:0034581,Bloodstream Trypanosoma cruzi,血流克氏锥虫,
HP:0034582,Abnormal lymph node cell composition,淋巴结细胞组成异常,
HP:0034583,Lipid-laden lymph node macrophages,富含脂质的淋巴结巨噬细胞,
HP:0034584,Abnormal pancreatic acinus morphology,胰腺腺泡形态异常,
HP:0034585,Cochlear nerve hypoplasia,耳蜗神经发育不全,
HP:0034586,Glutathionuria,谷胱甘肽尿症,
HP:0034587,Nevus psiloliparus,裸毛痣,
HP:0034588,Crypt hyperplasia,肠隐窝增生,
HP:0034589,Increased circulating dehydroepiandrosterone-sulfate concentration,循环硫酸脱氢表雄酮浓度升高,
HP:0034590,Abnormal circulating thyroxine-binding globulin concentration,循环甲状腺素结合球蛋白浓度异常,
HP:0034591,Decreased circulating thyroxine-binding globulin concentration,循环甲状腺素结合球蛋白浓度降低,
HP:0034592,Elevated circulating beta-aminoisobutyric acid concentration,循环β氨基异丁酸升高,
HP:0034593,Elevated circulating dihydrouracil concentration,循环二氢尿嘧啶浓度升高,
HP:0034594,Elevated circulating dihydrothymine concentration,循环二氢胸腺嘧啶浓度升高,
HP:0034595,Elevated circulating N-carbamoyl-beta-alanine concentration,循环N-氨基甲酰-β-丙氨酸水平升高,
HP:0034596,Elevated ciculating 5-hydroxymethyluracil concentration,循环5-羟甲基尿嘧啶浓度升高,
HP:0034597,Decreased CSF creatinine concentration,脑脊液肌酐浓度降低,
HP:0034598,Elevated urinary creatine level,尿肌酸水平升高,
HP:0034599,Decreased circulating biotin concentration,循环生物素浓度降低,
HP:0034600,Elevated circulating thrombopoietin concentration,循环促血小板生成素浓度升高,
HP:0034601,Decreased circulating C1q concentration,循环C1q浓度降低,
HP:0034602,Decreased circulating apolipoprotein A-II concentration,循环载脂蛋白A-Ⅱ浓度降低,
HP:0034603,Elevated circulating CA19-9 concentration,循环CA19-9浓度升高,
HP:0034604,Elevated circulating DOPA concentration,循环多巴浓度升高,
HP:0034605,Elevated CSF DOPA concentration,脑脊液多巴浓度升高,
HP:0034606,Elevated circulating porphyrin concentration,循环卟啉浓度升高,
HP:0034607,Decreased circulating 17-hydroxyprogesterone concentration,循环17-羟孕酮浓度降低,
HP:0034608,Decreased circulating transcobalamin II concentration,循环转钴胺素 II 浓度降低,
HP:0034609,Polychromasia,多色症,
HP:0034610,Decreased circulating myo-inositol concentration,循环肌醇浓度降低,
HP:0034611,Elevated circulating arabinitol concentration,循环阿拉伯糖醇水平升高,
HP:0034612,Elevated urine arabitol level,尿阿拉伯糖醇水平升高,
HP:0034613,Elevated urine erythritol level,尿赤藓糖醇水平升高,
HP:0034614,Elevated circulating erythritol concentration,循环藓糖醇浓度升高,
HP:0034615,Reduced circulating matrix metalloproteinase 2 concentration,循环基质金属蛋白酶2浓度降低,
HP:0034616,Abnormal circulating coenzyme concentration,循环辅酶浓度异常,
HP:0034617,Elevated circulating S-adenosyl methionine concentration,循环S-腺苷甲硫氨酸浓度升高,
HP:0034618,Abnormal circulating membrane cofactor protein concentration,循环膜辅因子蛋白浓度异常,
HP:0034619,Decreased circulating membrane cofactor protein concentration,循环膜辅因子蛋白浓度降低,
HP:0034620,Elevated circulating membrane cofactor protein concentration,循环膜辅因子蛋白浓度升高,
HP:0034621,Hepatic xanthomatosis,肝脏黄瘤病,
HP:0034622,Adrenal xanthomatosis,肾上腺黄瘤病,
HP:0034623,Splenic xanthomatosis,脾脏黄瘤病,
HP:0034624,Spinal cord xanthomatosis,脊髓黄瘤病,
HP:0034625,Brain xanthomatosis,脑黄瘤病,
HP:0034626,Pulmonary xanthomatosis,肺黄瘤病,
HP:0034627,Bone marrow xanthomatosis,骨髓黄瘤病,
HP:0034628,Lymph node xanthomatosis,淋巴结黄瘤病,
HP:0034629,Xanthoma of bone,骨黄瘤,
HP:0034630,Ameliorated by folinic acid,叶酸缓解,
HP:0034631,Triggered by succinylcholine anesthetic,琥珀酰胆碱麻醉剂触发,
HP:0034632,Exogenous androgen exposure,接受外源性雄激素药物治疗,
HP:0034633,Reduced muscle enolase activity,肌烯醇酶活性降低,
HP:0034634,Dopamine antagonist exposure,接受多巴胺拮抗剂治疗,
HP:0034635,Muscle fiber granulofilamentous inclusion bodies,肌纤维颗粒丝状包涵体,
HP:0034636,Bone marrow myeloid vacuolization,骨髓髓细胞空泡形成,
HP:0034637,Pulmonary cylindroma,肺圆柱瘤,
HP:0034638,Colonic fibrinopurulent exudate,结肠纤维蛋白脓性渗出物,
HP:0034639,Bloodstream microfilaria,血流微丝蚴,
HP:0034640,Skin infectious agent,皮肤感染原,
HP:0034641,Dermal microfilaria,真皮微丝蚴,
HP:0034642,Dermal papillary IgA deposition,真皮乳头IgA沉积,
HP:0034643,Dermal immune complex deposition,真皮免疫复合物沉积,
HP:0034644,Abnormal liver metabolite concentration,肝脏代谢产物浓度异常,
HP:0034645,Hepatic polyglucosan accumulation,肝脏葡聚糖积累,
HP:0034646,Urinary bladder neurofibroma,膀胱神经纤维瘤,
HP:0034647,Synovial granuloma,滑膜肉芽肿,
HP:0034648,Elevated urine fumaric acid level,尿富马酸水平升高,
HP:0034649,Elevated urine N-acetylaspartic acid level,尿N-乙酰天冬氨酸水平升高,
HP:0034650,Elevated urine suberylglycine level,尿亚甘氨酸水平升高,
HP:0034651,Elevated urine phenylpropionylglycine level,尿苯丙酰甘氨酸水平升高,
HP:0034652,Elevated urine octenedioic acid level,尿辛烯二酸水平升高,
HP:0034653,Monocarboxylic aciduria,单羧酸尿症,
HP:0034654,Elevated urine octanoic acid level,尿辛酸水平升高,
HP:0034655,Elevated urine glutaconic acid level,尿戊烯二酸水平升高,
HP:0034656,Elevated urine 3-hydroxyglutaric level,尿3-羟基戊二酸水平升高,
HP:0034657,Elevated urine malonic acid level,尿丙二酸水平升高,
HP:0034658,Elevated urine propionylglycine level,尿丙酰甘氨酸水平升高,
HP:0034659,Elevated urine tiglylglycine level,尿巴豆酰基甘氨酸水平升高,
HP:0034660,Elevated urine 2-methylacetoacetic acid level,尿2-甲基乙酰乙酸水平升高,
HP:0034661,Elevated urine 3-hydroxypropionic acid level,尿3-羟基丙酸水平升高,
HP:0034662,Elevated urine 2-methylcitric acid level,尿2-甲基柠檬酸水平升高,
HP:0034663,Elevated urine 4-hydroxyisovaleric acid level,尿4-羟基异戊酸水平升高,
HP:0034664,Elevated urine 2-hydroxy-3-methylvaleric acid level,尿2-羟基-3-甲基戊酸水平升高,
HP:0034665,Shoulder contracture,肩部挛缩,
HP:0034666,Shoulder extension contracture,肩部伸展挛缩,
HP:0034667,Thumb extension contracture,拇指伸展挛缩,
HP:0034668,Tongue myxoma,舌粘液瘤,
HP:0034669,Abnormal knee morphology,膝关节形态异常,
HP:0034670,Abnormal knee physiology,膝关节生理异常,
HP:0034671,Knee contracture,膝关节挛缩,
HP:0034672,Knee extension contracture,膝关节伸展挛缩,
HP:0034673,Abnormal ankle morphology,踝关节形态异常,
HP:0034674,Abnormal ankle physiology,踝关节生理异常,
HP:0034675,Toe joint contracture,趾关节挛缩,
HP:0034676,Extension contracture of toe,趾关节伸展挛缩,
HP:0034677,Ankle contracture,踝关节挛缩,
HP:0034678,Forefoot pronation contracture,前足旋前挛缩,
HP:0034679,Forefoot supination contracture,前足旋后挛缩,
HP:0034680,Forefoot adduction contracture,前足内收挛缩,
HP:0034681,Finger joint contracture,指关节挛缩,
HP:0034682,Extension contracture of finger,指关节伸展挛缩,
HP:0034683,Reduced muscle telethonin level,肌节蛋白telethonin水平降低,
HP:0034684,Abnormal enzyme concentration or activity,酶浓度或活性异常,
HP:0034685,Abnormal liver enzyme activity or concentration,肝酶浓度或活性异常,
HP:0034686,Reduced hepatic urocanase activity,肝尿刊酸水合酶活性降低,
HP:0034687,Impaired cerebroside sulfate hydrolysis,硫酸脑苷脂水解受损,
HP:0034688,Reduced peroxisomal glutaryl-CoA oxidase activity,过氧化物酶体戊二酰辅酶A氧化酶活性降低,
HP:0034689,Reduced sterol 27-hydroxylase activity,固醇27-羟化酶活性降低,
HP:0034690,Reduced short-chain acyl-CoA dehydrogenase activity,短链酰基辅酶A脱氢酶活性降低,
HP:0034691,Reduced 3-phosphoglycerate dehydrogenase activity,3-磷酸甘油酸脱氢酶活性降低,
HP:0034692,Elongated mitochondria,线粒体长度增加,
HP:0034693,Reduced hepatic methionine adenosyltransferase activity,肝脏甲硫氨酸腺苷转移酶活性降低,
HP:0034694,Substantia nigra dopaminergic neuron loss,黑质多巴胺能神经元丢失,
HP:0034696,Intramuscular lipoma,肌内脂肪瘤,
HP:0034697,Cutaneous telangiectasia,皮肤毛细血管扩张,
HP:0034698,Abnormal aromatase activity,芳香化酶活性异常,
HP:0034699,Elevated aromatase activity,芳香化酶活性升高,
HP:0034700,Reduced aromatase activity,芳香化酶活性降低,
HP:0034701,Corneal amyloidosis,角膜淀粉样变,
HP:0034702,Abnormal keratinocyte morphology,角化细胞形态异常,
HP:0034703,Keratinocyte vacuolization,角化细胞空泡形成,
HP:0034704,Parotid gland adenocarcinoma,腮腺腺癌,
HP:0034705,Pulmonary vasculitis,肺血管炎,
HP:0034706,Reduced hepatic D-glycerate kinase activity,肝D-甘油酸激酶活性降低,
HP:0034707,Lymph-node hemophagocytosis,淋巴结噬血细胞增多症,
HP:0034708,Superior pubic ramus hypoplasia,耻骨上支发育不全,
HP:0034709,Uterine adenofibroma,子宫腺纤维瘤,
HP:0034710,Pulmonary hamartoma,肺错构瘤,
HP:0034711,Peripheral axonal distension,外周轴突扩张,
HP:0034712,Decreased circulating alpha-mannosidase activity,循环α-甘露糖苷酶活性降低,
HP:0034713,Abnormal hepatocyte morphology,肝细胞形态异常,
HP:0034714,Hepatic melanin-like lysosomal pigmentation,肝脏黑色素样溶酶体色素沉着,
HP:0034715,Reduced uroporphyrinogen decarboxylase activity,尿卟啉原脱羧酶活性降低,
HP:0034716,Reduced heme oxygenase activity,血红素氧合酶活性降低,
HP:0034717,Swollen achromatic neurons in the cerebral cortex,大脑皮层非染色质神经元肿胀,
HP:0034718,Vacuolated hepatocytes,空泡状肝细胞,
HP:0034719,Lack of oocyte pronucleus formation,卵母细胞原核形成缺乏,
HP:0034720,Self-healing squamous epithelioma,自愈性鳞状上皮瘤,
HP:0034721,Elevated circulating pristanic acid concentration,循环降植烷酸浓度升高,
HP:0034722,Sarcoplasmic bodies,肌浆体,
HP:0034723,Elevated CSF hydroxyproline concentration,脑脊液羟基脯氨酸浓度升高,
HP:0034724,Reduced CSF cystine concentration,脑脊液胱氨酸浓度降低,
HP:0034725,Abnormal circulating beta-mannosidase activity,循环β-甘露糖苷酶活性异常,
HP:0034726,Elevated circulating beta-mannosidase activity,循环β-甘露糖苷酶活性升高,
HP:0034727,Reduced circulating alpha-L-fucosidase activity,循环α-L-岩藻糖苷酶活性降低,
HP:0034728,Abnormal circulating alpha-L-fucosidase activity,循环α-L-岩藻糖苷酶活性异常,
HP:0034729,Elevated circulating alpha-L-fucosidase activity,循环α-L-岩藻糖苷酶活性升高,
HP:0034730,Elevated circulating S-adenosyl-L-homocysteine concentration,循环 S-腺苷-L-同型半胱氨酸浓度升高,
HP:0034731,Elevated circulating S-adenosyl-L-methionine concentration,循环 S-腺苷-L-甲硫氨酸浓度升高,
HP:0034732,Exercise-triggered malignant hyperthermia,运动触发恶性高热,
HP:0034733,Anesthesic-triggered malignant hyperthermia,麻醉触发恶性高热,
HP:0034734,Elevated CSF argininosuccinic acid concentration,脑脊液精氨基琥珀酸浓度升高,
HP:0034735,Elevated CSF aspartylglucosamine concentration,脑脊液天门冬氨酸氨基葡萄糖浓度升高,
HP:0034736,Elevated circulating alpha-oxoadipic acid concentration,循环α-氧代己酸浓度升高,
HP:0034737,Abnormal erythrocyte metabolite concentration,红细胞代谢物浓度异常,
HP:0034738,Reduced erythrocyte glutathione concentration,红细胞谷胱甘肽浓度降低,
HP:0034739,Elevated CSF sarcosine concentration,脑脊液肌氨酸浓度升高,
HP:0034740,Reduced CSF methionine concentration,脑脊液甲硫氨酸浓度降低,
HP:0034741,Elevated circulating homoarginine concentration,循环高精氨酸浓度升高,
HP:0034742,Elevated urinary formiminoglutamic acid level,尿亚胺甲基谷氨酸水平升高,
HP:0034743,Elevated CSF proline concentration,脑脊液脯氨酸浓度升高,
HP:0034744,Elevated urinary S-sulfocysteine level,尿 S-磺基半胱氨酸水平升高,
HP:0034745,Elevated circulating S-sulfocysteine concentration,循环 S-磺基半胱氨酸浓度升高,
HP:0034746,Sertoli cell hyperplasia,支持细胞增生,
HP:0034747,CSF infectious agent,脑脊液感染原,
HP:0034748,CSF mycobacteria,脑脊液分枝杆菌,
HP:0034749,Fungal bloodstream infection,真菌血流感染,
HP:0034750,Supraclavicular lymphadenopathy,锁骨上淋巴结肿大,
HP:0034751,Inguinal lymphadenopathy,腹股沟淋巴结肿大,
HP:0034752,Axillary lymphadenopathy,腋窝淋巴结肿大,
HP:0034753,Positive Murphy sign,墨菲征阳性,
HP:0034754,Bilious emesis,胆汁性呕吐,
HP:0034755,Ameliorated by NSAID,非甾体抗炎药缓解,
HP:0034756,Fetal exposure history,胎儿接触史,
HP:0034757,Fetal barbiturate exposure,胎儿巴比妥酸盐接触史,
HP:0034758,Fetal narcotic exposure,胎儿麻醉药接触史,
HP:0034759,Ameliorated by ethosuximide,乙琥胺缓解,
HP:0034760,Reduced epidermal extracellular matrix protein 1 protein expression,表皮细胞外基质蛋白1蛋白表达降低,
HP:0034761,Neurofibroma by anatomical location,按解剖位置划分的神经纤维瘤,
HP:0034762,Tongue neurofibroma,舌神经纤维瘤,
HP:0034763,Cardiac neurofibroma,心脏神经纤维瘤,
HP:0034764,Gastric neurofibroma,胃神经纤维瘤,
HP:0034765,Renal neurofibroma,肾神经纤维瘤,
HP:0034766,Muscle fiber polyglucosan inclusion bodies,肌纤维葡聚糖包涵体,
HP:0034767,Abnormal rete ridge morphology,上皮脊形态异常,
HP:0034768,Rete ridge elongation,上皮脊延长,
HP:0034769,Pulmonary Langerhans cell histiocytosis,肺朗格汉斯细胞组织细胞增多症,
HP:0034770,Lumbar hypolordosis,腰椎前凸变平,
HP:0034771,Battle sign,Battle征,
HP:0034772,Decreased skull base length,颅底长度缩短,
HP:0034773,Oscillopsia,振动幻视,
HP:0034774,Decreased blink rate,眨眼频率降低,
HP:0034775,Abnormal blink rate,眨眼频率异常,
HP:0034776,Elevated blink rate,眨眼频率升高,
HP:0034777,Purulent sputum,脓痰,
HP:0034778,Maternal hyperthyroidism,母亲甲状腺功能亢进症,
HP:0034779,Perineal,引起会阴异常,
HP:0034780,Gadolinium exposure,钆接触史,
HP:0034781,Purulent parotid gland drainage,化脓性腮腺引流,
HP:0034782,Obstipation,便秘,
HP:0034783,Posttussive emesis,咳嗽后呕吐,
HP:0034784,Vasculitis by anatomical site,根据解剖部位分类的血管炎,
HP:0034785,Vasculitis by histology,根据组织学分类的血管炎,
HP:0034786,Leukocytoclastic vasculitis,白细胞破碎性血管炎,
HP:0034787,Accumulation of lipid droplets in small-bowel enterocytes,肠上皮细胞内脂滴积聚,
HP:0034788,Pericardial friction rub,心包摩擦音,
HP:0034789,Muscular vasculitis,肌肉血管炎,
HP:0034790,Abnormal muscle succinate dehydrogenase staining,肌肉琥珀酸脱氢酶染色异常,
HP:0034791,Increased muscle succinate dehydrogenase staining,肌肉琥珀酸脱氢酶染色增加,
HP:0034792,Decreased muscle succinate dehydrogenase staining,肌肉琥珀酸脱氢酶染色减少,
HP:0034793,Small intestinal hamartoma,小肠错构瘤,
HP:0034794,Pyriform sperm head,梨形精子头,
HP:0034795,Excess residual spermatozoal cytoplasm,精子细胞质过量残留,
HP:0034796,Cardiomyocyte hyaline bodies,心肌细胞透明小体,
HP:0034797,Hepatic hemophagocytosis,肝噬血细胞增多症,
HP:0034798,CSF hemophagocytosis,脑脊液噬血细胞增多症,
HP:0034799,Splenic hemophagocytosis,脾噬血细胞增多症,
HP:0034800,Urinary bladder granulomatosis,膀胱肉芽肿病,
HP:0034801,Epidermal necrosis,表皮坏死,
HP:0034802,Exacerbated by flexion,屈曲加重,
HP:0034803,Hemolacria,血泪症,
HP:0034804,Corneal foreign body sensation,角膜异物感,
HP:0034805,Buttock pain,臀部痛,
HP:0034806,Vaginal foreign body sensation,阴道异物感,
HP:0034807,Paroxysmal nocturnal dyspnea,夜间阵发性呼吸困难,
HP:0034808,Eyelid pain,眼睑痛,
HP:0034809,Abnormal sperm physiology,精子生理异常,
HP:0034810,Small acrosomal area,顶体面积小,
HP:0034811,Bent sperm flagella,精子鞭毛弯曲,
HP:0034812,Spermiation failure,排精失败,
HP:0034813,Hypospermatogenesis,精子生成不足,
HP:0034814,Conjunctival membrane,膜性结膜,
HP:0034815,Extreme oligozoospermia,极度少精症,
HP:0034816,Mild oligozoospermia,轻度少精症,
HP:0034817,Moderate oligozoospermia,中度少精症,
HP:0034818,Severe oligozoospermia,严重少精症,
HP:0034819,Iris nodule,虹膜结节,
HP:0034820,Koeppe nodules,Koeppe结节,
HP:0034821,Bussaca nodules,Bussaca结节,
HP:0034822,Abnormal CSF ion concentration,脑脊液离子浓度异常,
HP:0034823,Decreased CSF copper concentration,脑脊液铜浓度降低,
HP:0034824,Diffuse pulmonary lymphoid hyperplasia,弥漫性肺淋巴组织增生,
HP:0034825,Ameliorated by steroid medication,类固醇药物缓解,
HP:0034826,Triggered by medication exposure,服用药物触发,
HP:0034827,Triggered by levothyroxin exposure,服用左甲状腺素触发,
HP:0034828,Reduced muscle laminin alpha-2 chain staining,肌层粘连蛋白 α-2 链染色减少,
HP:0034829,Adrenal cortical sclerosis,肾上腺皮质硬化,
HP:0034830,"Reduced hepatic fructose-1,6-phosphate aldolase activity","肝果糖-1,6-磷酸醛缩酶活性降低",
HP:0034831,Pancreatic hamartoma,胰腺错构瘤,
HP:0034832,Liver angiomyolipoma,肝血管平滑肌脂肪瘤,
HP:0034833,Cardiac lipoma,心脏脂肪瘤,
HP:0034834,Peripheral nerve polyglucosan inclusion bodies,外周神经葡聚糖包涵体,
HP:0034835,Cardiac polyglucosan accumulation,心脏葡聚糖累积,
HP:0034836,Cystic nephroma,囊性肾瘤,
HP:0034837,Absent dermal elastic fibers,真皮弹性纤维缺如,
HP:0034838,Cleavage at junction of stratum corneum and stratum granulosum,角质层和颗粒层交界处裂隙,
HP:0034839,Lymphoid hyperplasia,淋巴组织增生,
HP:0034840,Absence of epidermal lamellar bodies,表皮层状体缺失,
HP:0034841,Gastrointestinal granulomatosis,胃肠道肉芽肿病,
HP:0034842,Enlarged sperm head vacuole,精子头部液泡增大,
HP:0034843,Ureteral hamartoma,输尿管错构瘤,
HP:0034844,Fetal methimazole exposure,胎儿甲巯咪唑接触史,
HP:0034845,Fetal procarbazine exposure,胎儿甲基苄肼接触史,
HP:0034846,Fetal fluorouracil exposure,胎儿氟尿嘧啶接触史,
HP:0034847,Fetal cytarabine exposure,胎儿阿糖胞苷接触史,
HP:0034848,Fetal tetracycline exposure,胎儿四环素接触史,
HP:0034849,Fetal quinine exposure,胎儿奎宁接触史,
HP:0034850,Fetal cyclophosphamide exposure,胎儿环磷酰胺接触史,
HP:0034851,Fetal metronidazole exposure,胎儿甲硝唑接触史,
HP:0034852,Fetal phenobarbital exposure,胎儿苯巴比妥接触史,
HP:0034853,Fetal phenytoin exposure,胎儿苯妥英接触史,
HP:0034854,Periumbilical,引起脐周异常,
HP:0034855,Maternal obesity during pregnancy,母孕期肥胖,
HP:0034856,Maternal amniocentesis,母羊膜穿刺术,
HP:0034857,Typified by highly variable age of onset,以发病年龄高度可变为特征,
HP:0034858,Abnormal leukocyte enzyme concentration or activity,白细胞酶浓度或活性异常,
HP:0034859,Reduced tissue beta-glucuronidase activity,组织β-葡萄糖醛酸酶活性降低,
HP:0034860,Reduced leukocyte alpha-L-fucosidase activity,白细胞α-L-岩藻糖苷酶活性降低,
HP:0034861,Reduced leukocyte arylsulfatase B activity,白细胞芳香基硫酸酯酶B活性降低,
HP:0034862,Reduced leukocyte steroid sulfatase activity,白细胞甾体硫酸酯酶活性降低,
HP:0034863,Reduced leukocyte arylsulfatase A activity,白细胞芳香基硫酸酯酶A活性降低,
HP:0034864,Decreased alpha-galactosidase A activity,α-半乳糖苷酶 A 活性降低,
HP:0034865,Positive fecal parasite test,粪便寄生虫检测阳性,
HP:0034866,Positive stool infectious agent test,粪便感染原检测阳性,
HP:0034867,Positive stool giardia antigen,粪便贾第鞭毛虫抗原阳性,
HP:0034868,Entamoeba histolytica antibody positive in stool,粪便溶组织内阿米巴抗体阳性,
