HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）,标准名称（中文）,定义（中文）,精确同义词（中文）,相关同义词（中文）,注释（中文）
HP:0011541,Criss-cross atrioventricular valves,"Crossing of the inflow streams of the two ventricles, due to an apparent twisting of the heart about its long axis.",,,,HP:0011534,HP:0011542,否,,否,,2012-04-07T10:51:57Z,UMLS:C4023310,十字形房室瓣,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011542,Criss-cross atrioventricular valves with superior-inferior ventricles,Criss-cross atrioventricular valves with a rare cardiac malformation characterized by the two ventricles lying one above the other instead of side by side.,,,,HP:0011541,,是,,否,,2012-04-07T10:55:06Z,UMLS:C4023309,十字形房室瓣伴上下排列心室,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011543,Superior-inferior ventricles without criss-cross atrioventricular valves,,,,,HP:0011534,,是,,否,,2012-04-07T10:56:21Z,Fyler:0184; Fyler:184; UMLS:C4023308,无十字房室瓣型上下排列心室,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011544,L-looping of the right ventricle,,,,,HP:0011534,,是,,否,,2012-04-07T11:20:04Z,UMLS:C4023307,右心室左袢,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011545,Abnormal connection of the cardiac segments,A deviance in the normal connections between two cardiac segments.,,Discordant connection of the cardiac segments; Abnormal connexion of the cardiac segments,,HP:0001627,HP:0011546; HP:0011563,否,,否,,2012-04-07T11:24:25Z,UMLS:C4023306,心脏节段连接异常,,心脏节段不协调连接; 心脏节段异常连接,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011546,Abnormal atrioventricular connection,An abnormality of the circulatory connection between atria and ventricles.,,Abnormal atrioventricular connexion,,HP:0011545,HP:0011547; HP:0011548; HP:0011552; HP:0011553; HP:0011554; HP:0011560; HP:0011561; HP:0011562,否,,否,,2012-04-07T11:27:57Z,SNOMEDCT_US:253274005; UMLS:C0344612,房室连接异常,,房室连接异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011547,Absent left sided atrioventricular connection,A defect where there is no connection between the left atrium and left ventricle.,,Absent left sided atrioventricular connexion,,HP:0011546,HP:0011549; HP:0011550; HP:0011551,否,,否,,2012-04-07T11:30:16Z,SNOMEDCT_US:253290005; UMLS:C0344629,左侧房室接连缺失,,左侧房室连接缺失,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011548,Absent right sided atrioventricular connection,A defect where there is no connection between the right atrium and right ventricle.,,Absent right sided atrioventricular connexion,,HP:0011546,,是,,否,,2012-04-07T11:30:44Z,SNOMEDCT_US:253285007; UMLS:C0344624,右侧房室连接缺失,,右侧房室连接缺失,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011549,Univentricular heart with absent left sided atrioventricular connection,,,Univentricular heart with absent left sided atrioventricular connexion,,HP:0011547,,是,,否,,2012-04-07T11:31:18Z,UMLS:C4023305,左房室连接缺失致单心室心脏,,单心室伴左侧房室连接缺失,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011550,Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection,,,,,HP:0011547,,是,,否,,2012-04-07T11:32:09Z,UMLS:C4023304,双心室心脏伴右房室瓣骑跨及左房室连接缺失,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011551,Right sided atrium to left ventricle and absent left sided atrioventricular connection,,,Right sided atrium to left ventricle and absent left sided atrioventricular connexion,,HP:0011547,,是,,否,,2012-04-07T11:32:53Z,UMLS:C4023303,右房左室连接伴左房室连接缺失。,,右心房至左心室及左侧房室连接缺如,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011552,Ambiguous atrioventricular connection,"With left or right cardiac isomerism in a biventricular, the atrioventricular connections are perforce ambiguous, in that one of the connections is concordant (e.g., right-sided morphologic right atrium connected to a morphologic right ventricle) and one of the connections is discordant (e.g., left-sided morphologic right atrium connected to a morphologic left ventricle).",,Ambiguous atrioventricular connexion,,HP:0011546,,是,,否,,2012-04-07T11:33:24Z,SNOMEDCT_US:253278008; UMLS:C0344617,房室连接不明,,房室连接模糊不清,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011553,Discordant atrioventricular connection,Connection of the right atrium to the left ventricle and of the left atrium to the right ventricle in a biventricular heart.,,Discordant atrioventricular connexion,,HP:0011546,,是,,否,,2012-04-07T11:47:06Z,SNOMEDCT_US:253277003; UMLS:C0344615,房室连接不协调,,房室连接不一致,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011554,Double inlet atrioventricular connection,The condition in which both atria are joined to a single ventricle each by its own atrioventricular valve.,,Double inlet atrioventricular connexion,,HP:0011546,HP:0011555; HP:0011556; HP:0011557,否,,否,,2012-04-07T11:49:32Z,EPCC:01.01.14; ICD-10:Q20.4; UMLS:C4023302,双入口型房室连接,,双入口房室连接畸形,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011555,Double inlet left ventricle,"The condition in which both atria are joined to the left ventricle each by its own atrioventricular valve. Usually there is a hypoplastic right ventricle, which may be on the opposite side of the heart as usual.",,,,HP:0011554; HP:0001750,,是,,否,,2012-04-07T11:53:33Z,EPCC:01.04.04; ICD-10:Q20.4; SNOMEDCT_US:253283000; UMLS:C0344622,左室双入口,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011556,Double inlet right ventricle,"The condition in which both atria are joined to the right ventricle each by its own atrioventricular valve. Usually, the left ventricle is hypoplastic.",,,,HP:0011554; HP:0001750,,是,,否,,2012-04-07T11:57:14Z,EPCC:01.04.03; ICD-10:Q20.4; SNOMEDCT_US:253282005; UMLS:C0344621,右室双入口,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011557,Double inlet to single ventricle of indeterminate morphology,The condition in which both atria are joined to a single ventricle each by its own atrioventricular valve. The morphology of this ventricle does not allow one to determine if it corresponds to the left or right ventricle.,,,,HP:0011554; HP:0001750,HP:0011558; HP:0011559,否,,否,,2012-04-07T12:00:21Z,UMLS:C4023301,形态不明的单心室双入口,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011558,Double inlet to single ventricle with common atrioventricular orifice,,,,,HP:0011557,,是,,否,,2012-04-07T12:02:03Z,UMLS:C4023300,单室双入口伴共同房室口,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011559,Double inlet to single ventricle with two atrioventricular valves,,,,,HP:0011557,,是,,否,,2012-04-07T12:02:15Z,UMLS:C4023299,单室双入口伴双房室瓣,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011560,Mitral atresia,A congenital defect with failure to open of the mitral valve orifice.,,Mitral valve atresia,,HP:0011546; HP:0001633,,是,,否,,2012-04-07T12:04:11Z,EPCC:06.02.01; Fyler:0310; Fyler:310; ICD-10:Q23.2; SNOMEDCT_US:23063005; UMLS:C0344760,二尖瓣闭锁,,二尖瓣闭锁,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011561,Overriding atrioventricular valve,An atrioventricular valve that empties into both ventricles. The valve overrides the interventricular septum above a ventricular septum defect.,Straddling and overriding atrioventricular valves usually occur in combination.,,,HP:0011546,,是,,否,,2012-04-07T12:09:28Z,UMLS:C4023298,房室瓣骑跨,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,房室瓣跨环和错位通常合并发生。
HP:0011562,Straddling atrioventricular valve,Anomalous insertion of the chordae tendinae or papillary muscles into the contralateral ventricle in the presence of a ventricular septum defect.,Straddling and overriding atrioventricular valves usually occur in combination.,,,HP:0011546,,是,,否,,2012-04-07T12:13:57Z,UMLS:C4023297,跨界房室瓣,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,房室瓣跨环和重叠通常合并发生。
HP:0011563,Abnormal ventriculoarterial connection,An abnormality of the circulatory connection between the ventricles and the pulmonary artery and aorta.,The cardiac malformations with abnormal ventriculo-arterial connections in situs solitus and atrio-ventricular concordance include the tetralogy of Fallot as well as different forms of double-outlet right ventricle and transposition of the great arteries.,Abnormal ventriculo-arterial connection; Abnormal ventriculoarterial connexion,,HP:0011545,HP:0001669; HP:0001710,否,,否,,2012-04-08T07:32:38Z,UMLS:C4023296,心室大动脉连接异常,,动脉干与心室连接异常; 心室动脉连接异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,索itus正常位置且房室连接一致的心脏畸形伴有心室动脉连接异常，包括法洛四联症、不同类型的右心室双出口以及大血管转位。
HP:0011564,Mitral valve arcade,"Anomalous mitral valve arcade is diagnosed based on the following features (1) An adequately sized mitral valve orifice; (2) short, thick, and poorly differentiated chordae with direct union of the papillary muscles to the anterior leaflet; (3) narrow or nearly nonexistent spaces between the abnormal chordae; and (4) greater differentiation of the chordae attached to the posterior papillary muscle.",,Hammock mitral valve,,HP:0001633,,是,,否,,2012-04-08T10:03:28Z,UMLS:C4021143,二尖瓣弓形,,吊床式二尖瓣畸形,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011565,Common atrium,Complete absence of the interatrial septum with common atrioventricular valve and two atrioventricular connections.,,Single atrium,,HP:0005120,,是,,否,,2012-04-08T07:50:05Z,Fyler:1140; ICD-10:Q21.2; SNOMEDCT_US:253276007; UMLS:C0392482,共同心房,,单心房,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011566,Cor triatriatum dexter,"A congenital anomaly with partitioning of the right atrium to form a triatrial heart caused by persistence of the right valve of the sinus venosus. Typically, the right atrial partition is due to exaggerated fetal eustachian and thebesian valves, which together form an incomplete septum across the lower part of the atrium. This septum may range from a reticulum to a substantial sheet of tissue.",Cor triatriatum dexter is a Latin phrase meaning that the heart (cor) has three atria (triatriatum) whereby the 'third' atrium is on the right (dexter) side.,Cor triatriatum dextrum,,HP:0010774,,是,,否,,2012-04-08T08:02:56Z,Fyler:2854; SNOMEDCT_US:274947007; UMLS:C0344697,右侧三房心,,右三房心,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,右三房心
HP:0011567,Sinus venosus atrial septal defect,"An interatrial communication caused by a deficiency of the common wall between the superior vena cava (SVC) and the right-sided pulmonary veins. SVASD is commonly associated with anomalous pulmonary venous connection (APVC) of some or all of the pulmonary veins, which produces additional left-to-right shunting.",,,,HP:0001631,,是,,否,,2012-04-08T08:15:24Z,Fyler:2010; ICD-10:Q21.1; SNOMEDCT_US:95268002; UMLS:C0344730,静脉窦型房间隔缺损,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011568,Double orifice mitral valve,The left atrio-ventricular connection consists of two anatomically distinct orifices separated by accessory fibrous tissue.,"In about 50% of Double orifice mitral valve (DOMV) cases, valvular function is normal, others present with stenosis or regurgitation. In most cases, a larger orifice is accompanied by a small eccentric accessory orifice, and some show duplicated mitral valves. Embryologically, the lesion results from abnormal leaflet fusion and persistence of the left part of the common atrio-ventricular canal.",,,HP:0001633,,是,,否,,2012-04-08T08:29:48Z,SNOMEDCT_US:253402005; UMLS:C0344770,双孔二尖瓣,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,在大约50%的双孔二尖瓣（DOMV）病例中，瓣膜功能正常，其余病例表现为狭窄或反流。大多数情况下，一个较大的孔伴有较小的偏心附加孔，有些病例显示有重复的二尖瓣。从胚胎学上看，该病变由瓣叶融合异常和左部共同房室通道持续存在所致。
HP:0011569,Cleft anterior mitral valve leaflet,Cleft in the anterior mitral valve leaflet not associated with an atrioventricular canal defect.,,,,,,是,,否,,2012-04-08T08:40:46Z,UMLS:C4023295,二尖瓣前叶裂,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011570,Congenital mitral stenosis,Mitral stenosis with congenital onset.,,,,HP:0001718,,是,,否,,2012-04-08T08:46:46Z,SNOMEDCT_US:82458004; UMLS:C0158618,先天性二尖瓣狭窄,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011571,Parachute mitral valve,"Abnormality of the mitral valve apparatus, whereby chordae attach to a single papillary muscle or hypoplastic papillary muscles.",,,,,,是,,否,,2012-04-08T08:47:46Z,SNOMEDCT_US:204362007; UMLS:C0546965,降落伞型二尖瓣,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011572,Supramitral ring,A congenital stenotic mitral valvular anomaly with a ring of tissue above the mitral valve.,,Supravalvular mitral ring; Membranous supravalvular mitral stenosis,,HP:0001633,,是,,否,,2012-04-08T08:49:07Z,UMLS:C4021142,二尖瓣上环,,二尖瓣上环状纤维化病变; 膜性二尖瓣上狭窄,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011573,Hypoplastic tricuspid valve,Congenital defect characterized by underdevelopment of the tricuspid valve.,,Tricuspid valve hypoplasia; Underdeveloped tricuspid valve,,HP:0001702,,是,,否,,2012-04-08T10:22:38Z,Fyler:1720; UMLS:C4023294,三尖瓣发育不全,,三尖瓣发育不全; 三尖瓣发育不全,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011574,Imperforate atrioventricular valve,An atrioventricular valve that has failed to open (atretic).,,Unopened atrioventricular valve,,HP:0006705,HP:0011575,否,,否,,2012-04-08T10:35:25Z,UMLS:C4023293,房室瓣闭锁,,未开放房室瓣,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011575,Imperforate tricuspid valve,A tricuspid valve that has failed to open.,Imperforate valve is distinct from atretic valve. The hallmark of an imperforate valve is that it provides potential communication between an atrium and a ventricle. It exists as fused valve leaflets usually possessing their own hypoplastic tensor apparatus. The presence of an imperforate valve may have important surgical implications. Imperforate valve is in contrast to atretic valve with an absent atrioventricular connection. The cornerstone of the diagnosis of an imperformate valve is the identification of a thin mobile membrane between an atrium and a ventrile and the recognition of the tensor apparatus of the valve. In most cases the tensor apparatusis hypoplastic and it maynot be possible to delineate it by echocardiography.,Unopened tricuspid valve,,HP:0011574; HP:0001702,,是,,否,,2012-04-08T10:37:55Z,UMLS:C4023292,三尖瓣闭锁,,未开放三尖瓣,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,未穿孔瓣膜与闭锁瓣膜不同。未穿孔瓣膜的特征是它在心房和心室之间提供潜在的沟通。它通常以融合的瓣叶存在，这些瓣叶有自己的发育不良的张缩装置。未穿孔瓣膜的存在可能具有重要的外科手术意义。未穿孔瓣膜与闭锁瓣膜形成对比，后者没有房室连接。诊断未穿孔瓣膜的关键是识别心房和心室之间的一层薄而可移动的薄膜，并且要认识到该瓣膜的张缩装置。在大多数情况下，张缩装置发育不良，可能无法通过超声心动图来区分它。
HP:0011576,Intermediate atrioventricular canal defect,"A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and inlet ventricular defect. There is one valve annulus and two valve orifices.",,Intermediate atrioventricular septal defect,,HP:0006695,,是,,否,,2012-04-08T10:56:04Z,Fyler:1121; UMLS:C4023291,中间型房室管缺损,,中度房室间隔缺损,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011577,Partial atrioventricular canal defect,A specific combination of heart defects including a primum atrial septal defect and cleft anterior mitral valve leaflet. There is not an inlet ventricular septal defect present. There are two valve annuluses and two valve orifices.,,Partial atrioventricular septal defect; Incomplete AVSD; Partial AVSD; Partial AVC defect; PAVSD; Incomplete atrioventricular septal defect,,HP:0006695,,是,,否,,2012-04-08T10:57:14Z,SNOMEDCT_US:718216009; UMLS:C4023290,部分房室管缺损,,部分型房室间隔缺损; 不完全型房室管畸形; 部分型房室管畸形; 部分房室间隔缺损; 部分型房室间隔缺损; 不完全型房室间隔缺损,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011578,Transitional atrioventricular canal defect,"A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and an inlet ventricular septal defect. There are two valve annuli and two valve orifices.",,,,HP:0006695,,是,,否,,2012-04-08T10:58:47Z,UMLS:C4023289,过渡型房室管缺损,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011579,Unbalanced atrioventricular canal defect,"Anatomic features of unbalanced atrioventricular septal defect (AVSD) include varying amounts of ventricular hypoplasia, as well as malalignment of the atrioventricular junction. In complete AVSD, the common AV valve can be situated either equally over the right and left ventricles (balanced) or unequally over the ventricles (unbalanced).",,AVC defect unbalanced; AVC unbalanced; Unbalanced AVC; Unbalanced atrioventricular septal defect; Unbalanced AVSD; Unbalanced AVC defect,,HP:0006695,,是,,否,,2012-04-08T11:02:44Z,UMLS:C3280940,不平衡型房室管缺损,,房室通道缺损不平衡; 室间隔缺损不均等; 不均称室间隔嵴; 不均衡型房室间隔缺损; 不均衡型房室管缺损; 不均衡型室间隔缺损,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011580,Short chordae tendineae of the mitral valve,Abnormally short chordae tendineae of the mitral valve.,The chordae tendineae connect the papillary muscles to the tricuspid valve and the mitral valve in the heart.,,,,,是,,否,,2012-04-08T12:01:44Z,UMLS:C4023288,二尖瓣短腱索,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,腱索连接乳头肌与三尖瓣和二尖瓣。
HP:0011581,Double outlet left ventricle,A congenital defect of heart development characterized by origin of both pulmonary artery and aorta from the morphological left ventricle.,,,,HP:0001711,,是,,否,,2012-04-08T12:37:48Z,Fyler:0650; Fyler:650; ICD-10:Q20.2; SNOMEDCT_US:7368005; UMLS:C0265809,左室双出口,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011582,Abdominal ectopia cordis,Displacement of the heart outside the thoracic cavity and into the abdomen.,,,,HP:0001683,,是,,否,,2012-04-08T01:10:32Z,UMLS:C4023287,腹部心脏异位,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011583,Cervical ectopia cordis,A type of ectopia cordis with the heart partially in the cervical region and without a defect of the sternum.,This type of ectopia cordis presumably represents a retention of the heart in its embryonic position in the neck.,,,HP:0001683,,是,,否,,2012-04-08T01:11:40Z,UMLS:C4023286,颈部异位心,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,此种心外位症可能代表胚胎期心脏停留在颈部的原始位置。
HP:0011584,Thoracocervical ectopia cordis,A type of ectopia cordis with the heart partially in the cervical region with a defect of the superior portion of the sternum.,,,,HP:0001683,,是,,否,,2012-04-08T01:12:42Z,UMLS:C4023285,胸颈异位心,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011585,Thoracic ectopia cordis,Congenital malformation of the thoracic wall with partial or total displacement of the heart outside the thoracic cavity. This feature is associated with sternal cleft or absence of the sternum.,,,,HP:0001683,,是,,否,,2012-04-08T01:13:18Z,UMLS:C4023284,胸廓异位心,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011586,Thoracoabdominal ectopia cordis,Congenital malformation of the ventral wall with partial or total evisceration of the heart outside the thoracic cavity and displacement partially into the abdominal cavity.,"In many cases, thoracicoabdominal ectopia cordis is characterized by partial absence or cleft of the sternum, deficiency of the anterior diaphragm, deficiency of the diaphragmatic pericardium, midline abdominal wall defect, and congenital intracardiac abnormalities. These five characteristics comprise the pentalogy of Cantrell.",,,HP:0001683,,是,,否,,2012-04-08T01:13:52Z,UMLS:C4023283,胸腹异位心,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,在许多情况下，胸腹心室异位的特点是部分胸骨缺失或裂开、膈肌前部缺损、膈膜心包缺损、中线腹部壁缺陷和先天性心脏内异常。这五个特征构成了康特尔五联症。
HP:0011587,Abnormal branching pattern of the aortic arch,"A deviance from the norm of the origin or course of the right brachiocephalic artery, the left common carotid artery, the left subclavian artery or the proximal vertebral arteries.","The normal aortic arch crosses the left mainstem bronchus and descends in the left paravertebral gutter. The coronary arteries arise from the aortic sinuses. The first branch of the aorta is normally the right brachiocephalic artery, then the left common carotid artery, then the left subclavian artery. Abnormal branching refers to any deviance from the norm of the origin or course of these branches or the proximal vertebral arteries. An anomaly of the aortic arch that results in complete encirclement of the trachea and esophagus by vascular structures is a vascular ring.",,,HP:0012303,HP:0010775; HP:0011588; HP:0011589; HP:0011590; HP:0012020,否,,否,,2012-04-08T01:34:42Z,UMLS:C4023282,主动脉弓分支异常,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,正常的主动脉弓跨越左主支气管并下降至左侧椎旁沟。冠状动脉起源于主动脉窦。主动脉的第一个正常分支是右头臂动脉，然后是左颈总动脉，最后是左锁骨下动脉。异常分支是指这些分支的起源或走行以及近端椎动脉的起源或走行与正常情况的不同。主动脉弓畸形导致血管结构完全环绕气管和食道的情况称为血管环。
HP:0011588,Cervical aortic arch,The aortic arch extends into the soft tissues of the neck before turning down into to become the descending aorta.,,,,HP:0011587,,是,,否,,2012-04-08T01:37:51Z,SNOMEDCT_US:253657003; UMLS:C0345065,颈位主动脉弓,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011589,Common origin of the right brachiocephalic artery and left common carotid artery,The left common carotid artery has a common origin with the innominate artery.,"Commonly the three great vessels (innominate artery, left common carotid artery, and the left subclavian artery) originate from the arch of the aorta. The second most common variant of aortic arch branching occurs when the left common carotid artery has a common origin with the innominate artery.",Common brachiocephalic trunk,Bovine arch; Ovine arch,HP:0011587,,是,,否,,2012-04-08T01:38:36Z,SNOMEDCT_US:460890003; UMLS:C3532020; UMLS:C4020746; UMLS:C4021141,右头臂干及左颈总动脉共同起源,,头臂干,牛弓动脉; 卵圆孔痕迹,通常，三大动脉（无名动脉、左颈总动脉和左锁骨下动脉）起源于主动脉弓。主动脉弓分支的第二种最常见的变异是左颈总动脉与无名动脉共源起源。
HP:0011590,Double aortic arch,"A conenital abnormality of the aortic arch in which the two embryonic aortc arches form a vascular ring that surrounds the trachea or esophagus and then join to form the descending aorta. Double aortic arch can cause symptoms because of compression of the esophagus (dysphagia, cyanosis while eating) or trachea (stridor).",,,,HP:0011587,,是,,否,,2012-04-08T01:46:10Z,Fyler:2761; SNOMEDCT_US:10451007; UMLS:C0265883,双主动脉弓,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011591,Left aortic arch with cervical origin of the right subclavian artery,,,,,,,是,,否,,2012-04-08T01:57:40Z,UMLS:C4023281,左位主动脉弓伴颈总动脉源型右锁骨下动脉,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011592,Left aortic arch with isolated subclavian artery,"The subclavian artery arises from ductus arteriosus. While the ductus arteriosus is patent its blood supply comes from the ductus, hence from the pulmonary artery. After it closes, the blood supply is retrogradely from the vertebral artery via the circle of Willis.",,,,,,是,,否,,2012-04-08T02:01:39Z,UMLS:C4023280,左位主动脉弓伴孤立型锁骨下动脉,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
